date,tenor,side,rate
2022-09-02,1D,PRIBOR,7.0
2022-09-02,1M,PRIBOR,7.12
2022-09-02,1W,PRIBOR,7.03
2022-09-02,1Y,PRIBOR,7.49
2022-09-02,2M,PRIBOR,7.21
2022-09-02,2W,PRIBOR,7.07
2022-09-02,3M,PRIBOR,7.26
2022-09-02,6M,PRIBOR,7.37
2022-09-02,9M,PRIBOR,7.47
2022-09-05,1D,PRIBOR,7.0
2022-09-05,1M,PRIBOR,7.12
2022-09-05,1W,PRIBOR,7.03
2022-09-05,1Y,PRIBOR,7.49
2022-09-05,2M,PRIBOR,7.21
2022-09-05,2W,PRIBOR,7.07
2022-09-05,3M,PRIBOR,7.26
2022-09-05,6M,PRIBOR,7.37
2022-09-05,9M,PRIBOR,7.47
2022-09-06,1D,PRIBOR,7.0
2022-09-06,1M,PRIBOR,7.13
2022-09-06,1W,PRIBOR,7.03
2022-09-06,1Y,PRIBOR,7.49
2022-09-06,2M,PRIBOR,7.21
2022-09-06,2W,PRIBOR,7.07
2022-09-06,3M,PRIBOR,7.26
2022-09-06,6M,PRIBOR,7.37
2022-09-06,9M,PRIBOR,7.47
2022-09-07,1D,PRIBOR,7.0
2022-09-07,1M,PRIBOR,7.13
2022-09-07,1W,PRIBOR,7.03
2022-09-07,1Y,PRIBOR,7.48
2022-09-07,2M,PRIBOR,7.21
2022-09-07,2W,PRIBOR,7.07
2022-09-07,3M,PRIBOR,7.26
2022-09-07,6M,PRIBOR,7.37
2022-09-07,9M,PRIBOR,7.46
2022-09-08,1D,PRIBOR,7.0
2022-09-08,1M,PRIBOR,7.12
2022-09-08,1W,PRIBOR,7.03
2022-09-08,1Y,PRIBOR,7.48
2022-09-08,2M,PRIBOR,7.21
2022-09-08,2W,PRIBOR,7.07
2022-09-08,3M,PRIBOR,7.26
2022-09-08,6M,PRIBOR,7.37
2022-09-08,9M,PRIBOR,7.46
2022-09-09,1D,PRIBOR,7.0
2022-09-09,1M,PRIBOR,7.13
2022-09-09,1W,PRIBOR,7.03
2022-09-09,1Y,PRIBOR,7.48
2022-09-09,2M,PRIBOR,7.21
2022-09-09,2W,PRIBOR,7.07
2022-09-09,3M,PRIBOR,7.26
2022-09-09,6M,PRIBOR,7.38
2022-09-09,9M,PRIBOR,7.47
2022-09-12,1D,PRIBOR,7.0
2022-09-12,1M,PRIBOR,7.13
2022-09-12,1W,PRIBOR,7.03
2022-09-12,1Y,PRIBOR,7.47
2022-09-12,2M,PRIBOR,7.21
2022-09-12,2W,PRIBOR,7.07
2022-09-12,3M,PRIBOR,7.26
2022-09-12,6M,PRIBOR,7.37
2022-09-12,9M,PRIBOR,7.46
2022-09-13,1D,PRIBOR,7.0
2022-09-13,1M,PRIBOR,7.12
2022-09-13,1W,PRIBOR,7.03
2022-09-13,1Y,PRIBOR,7.44
2022-09-13,2M,PRIBOR,7.2
2022-09-13,2W,PRIBOR,7.07
2022-09-13,3M,PRIBOR,7.25
2022-09-13,6M,PRIBOR,7.36
2022-09-13,9M,PRIBOR,7.44
2022-09-14,1D,PRIBOR,7.0
2022-09-14,1M,PRIBOR,7.12
2022-09-14,1W,PRIBOR,7.03
2022-09-14,1Y,PRIBOR,7.42
2022-09-14,2M,PRIBOR,7.19
2022-09-14,2W,PRIBOR,7.07
2022-09-14,3M,PRIBOR,7.25
2022-09-14,6M,PRIBOR,7.35
2022-09-14,9M,PRIBOR,7.42
2022-09-15,1D,PRIBOR,7.0
2022-09-15,1M,PRIBOR,7.12
2022-09-15,1W,PRIBOR,7.03
2022-09-15,1Y,PRIBOR,7.42
2022-09-15,2M,PRIBOR,7.19
2022-09-15,2W,PRIBOR,7.07
2022-09-15,3M,PRIBOR,7.24
2022-09-15,6M,PRIBOR,7.34
2022-09-15,9M,PRIBOR,7.42
2022-09-16,1D,PRIBOR,7.0
2022-09-16,1M,PRIBOR,7.12
2022-09-16,1W,PRIBOR,7.03
2022-09-16,1Y,PRIBOR,7.42
2022-09-16,2M,PRIBOR,7.19
2022-09-16,2W,PRIBOR,7.07
2022-09-16,3M,PRIBOR,7.24
2022-09-16,6M,PRIBOR,7.34
2022-09-16,9M,PRIBOR,7.42
2022-09-19,1D,PRIBOR,7.0
2022-09-19,1M,PRIBOR,7.12
2022-09-19,1W,PRIBOR,7.04
2022-09-19,1Y,PRIBOR,7.42
2022-09-19,2M,PRIBOR,7.19
2022-09-19,2W,PRIBOR,7.08
2022-09-19,3M,PRIBOR,7.24
2022-09-19,6M,PRIBOR,7.33
2022-09-19,9M,PRIBOR,7.41
2022-09-20,1D,PRIBOR,7.0
2022-09-20,1M,PRIBOR,7.12
2022-09-20,1W,PRIBOR,7.03
2022-09-20,1Y,PRIBOR,7.42
2022-09-20,2M,PRIBOR,7.19
2022-09-20,2W,PRIBOR,7.07
2022-09-20,3M,PRIBOR,7.24
2022-09-20,6M,PRIBOR,7.34
2022-09-20,9M,PRIBOR,7.41
2022-09-21,1D,PRIBOR,6.98
2022-09-21,1M,PRIBOR,7.12
2022-09-21,1W,PRIBOR,7.03
2022-09-21,1Y,PRIBOR,7.42
2022-09-21,2M,PRIBOR,7.19
2022-09-21,2W,PRIBOR,7.07
2022-09-21,3M,PRIBOR,7.24
2022-09-21,6M,PRIBOR,7.33
2022-09-21,9M,PRIBOR,7.41
2022-09-22,1D,PRIBOR,7.0
2022-09-22,1M,PRIBOR,7.11
2022-09-22,1W,PRIBOR,7.03
2022-09-22,1Y,PRIBOR,7.42
2022-09-22,2M,PRIBOR,7.19
2022-09-22,2W,PRIBOR,7.07
2022-09-22,3M,PRIBOR,7.24
2022-09-22,6M,PRIBOR,7.33
2022-09-22,9M,PRIBOR,7.41
2022-09-23,1D,PRIBOR,7.0
2022-09-23,1M,PRIBOR,7.11
2022-09-23,1W,PRIBOR,7.03
2022-09-23,1Y,PRIBOR,7.41
2022-09-23,2M,PRIBOR,7.19
2022-09-23,2W,PRIBOR,7.07
2022-09-23,3M,PRIBOR,7.24
2022-09-23,6M,PRIBOR,7.33
2022-09-23,9M,PRIBOR,7.4
2022-09-26,1D,PRIBOR,7.0
2022-09-26,1M,PRIBOR,7.11
2022-09-26,1W,PRIBOR,7.03
2022-09-26,1Y,PRIBOR,7.42
2022-09-26,2M,PRIBOR,7.19
2022-09-26,2W,PRIBOR,7.07
2022-09-26,3M,PRIBOR,7.24
2022-09-26,6M,PRIBOR,7.34
2022-09-26,9M,PRIBOR,7.41
2022-09-27,1D,PRIBOR,7.0
2022-09-27,1M,PRIBOR,7.11
2022-09-27,1W,PRIBOR,7.03
2022-09-27,1Y,PRIBOR,7.42
2022-09-27,2M,PRIBOR,7.19
2022-09-27,2W,PRIBOR,7.07
2022-09-27,3M,PRIBOR,7.24
2022-09-27,6M,PRIBOR,7.34
2022-09-27,9M,PRIBOR,7.41
2022-09-29,1D,PRIBOR,7.0
2022-09-29,1M,PRIBOR,7.11
2022-09-29,1W,PRIBOR,7.04
2022-09-29,1Y,PRIBOR,7.42
2022-09-29,2M,PRIBOR,7.19
2022-09-29,2W,PRIBOR,7.07
2022-09-29,3M,PRIBOR,7.25
2022-09-29,6M,PRIBOR,7.33
2022-09-29,9M,PRIBOR,7.41
2022-09-30,1D,PRIBOR,7.0
2022-09-30,1M,PRIBOR,7.11
2022-09-30,1W,PRIBOR,7.03
2022-09-30,1Y,PRIBOR,7.42
2022-09-30,2M,PRIBOR,7.19
2022-09-30,2W,PRIBOR,7.07
2022-09-30,3M,PRIBOR,7.25
2022-09-30,6M,PRIBOR,7.33
2022-09-30,9M,PRIBOR,7.41
2022-10-03,1D,PRIBOR,7.0
2022-10-03,1M,PRIBOR,7.11
2022-10-03,1W,PRIBOR,7.03
2022-10-03,1Y,PRIBOR,7.42
2022-10-03,2M,PRIBOR,7.19
2022-10-03,2W,PRIBOR,7.07
2022-10-03,3M,PRIBOR,7.25
2022-10-03,6M,PRIBOR,7.33
2022-10-03,9M,PRIBOR,7.4
2022-10-04,1D,PRIBOR,7.0
2022-10-04,1M,PRIBOR,7.11
2022-10-04,1W,PRIBOR,7.03
2022-10-04,1Y,PRIBOR,7.41
2022-10-04,2M,PRIBOR,7.19
2022-10-04,2W,PRIBOR,7.07
2022-10-04,3M,PRIBOR,7.25
2022-10-04,6M,PRIBOR,7.32
2022-10-04,9M,PRIBOR,7.4
2022-10-05,1D,PRIBOR,6.98
2022-10-05,1M,PRIBOR,7.11
2022-10-05,1W,PRIBOR,7.03
2022-10-05,1Y,PRIBOR,7.41
2022-10-05,2M,PRIBOR,7.19
2022-10-05,2W,PRIBOR,7.07
2022-10-05,3M,PRIBOR,7.25
2022-10-05,6M,PRIBOR,7.33
2022-10-05,9M,PRIBOR,7.4
2022-10-06,1D,PRIBOR,7.0
2022-10-06,1M,PRIBOR,7.12
2022-10-06,1W,PRIBOR,7.03
2022-10-06,1Y,PRIBOR,7.4
2022-10-06,2M,PRIBOR,7.19
2022-10-06,2W,PRIBOR,7.07
2022-10-06,3M,PRIBOR,7.26
2022-10-06,6M,PRIBOR,7.33
2022-10-06,9M,PRIBOR,7.39
2022-10-07,1D,PRIBOR,7.0
2022-10-07,1M,PRIBOR,7.13
2022-10-07,1W,PRIBOR,7.03
2022-10-07,1Y,PRIBOR,7.4
2022-10-07,2M,PRIBOR,7.19
2022-10-07,2W,PRIBOR,7.07
2022-10-07,3M,PRIBOR,7.26
2022-10-07,6M,PRIBOR,7.33
2022-10-07,9M,PRIBOR,7.39
2022-10-10,1D,PRIBOR,7.0
2022-10-10,1M,PRIBOR,7.12
2022-10-10,1W,PRIBOR,7.03
2022-10-10,1Y,PRIBOR,7.4
2022-10-10,2M,PRIBOR,7.19
2022-10-10,2W,PRIBOR,7.07
2022-10-10,3M,PRIBOR,7.26
2022-10-10,6M,PRIBOR,7.33
2022-10-10,9M,PRIBOR,7.39
2022-10-11,1D,PRIBOR,7.0
2022-10-11,1M,PRIBOR,7.12
2022-10-11,1W,PRIBOR,7.03
2022-10-11,1Y,PRIBOR,7.42
2022-10-11,2M,PRIBOR,7.2
2022-10-11,2W,PRIBOR,7.07
2022-10-11,3M,PRIBOR,7.27
2022-10-11,6M,PRIBOR,7.34
2022-10-11,9M,PRIBOR,7.41
2022-10-12,1D,PRIBOR,7.0
2022-10-12,1M,PRIBOR,7.12
2022-10-12,1W,PRIBOR,7.03
2022-10-12,1Y,PRIBOR,7.43
2022-10-12,2M,PRIBOR,7.19
2022-10-12,2W,PRIBOR,7.07
2022-10-12,3M,PRIBOR,7.27
2022-10-12,6M,PRIBOR,7.34
2022-10-12,9M,PRIBOR,7.41
2022-10-13,1D,PRIBOR,7.0
2022-10-13,1M,PRIBOR,7.12
2022-10-13,1W,PRIBOR,7.03
2022-10-13,1Y,PRIBOR,7.43
2022-10-13,2M,PRIBOR,7.19
2022-10-13,2W,PRIBOR,7.07
2022-10-13,3M,PRIBOR,7.27
2022-10-13,6M,PRIBOR,7.34
2022-10-13,9M,PRIBOR,7.42
2022-10-14,1D,PRIBOR,7.0
2022-10-14,1M,PRIBOR,7.12
2022-10-14,1W,PRIBOR,7.03
2022-10-14,1Y,PRIBOR,7.43
2022-10-14,2M,PRIBOR,7.19
2022-10-14,2W,PRIBOR,7.07
2022-10-14,3M,PRIBOR,7.27
2022-10-14,6M,PRIBOR,7.34
2022-10-14,9M,PRIBOR,7.42
2022-10-17,1D,PRIBOR,7.0
2022-10-17,1M,PRIBOR,7.13
2022-10-17,1W,PRIBOR,7.03
2022-10-17,1Y,PRIBOR,7.45
2022-10-17,2M,PRIBOR,7.2
2022-10-17,2W,PRIBOR,7.07
2022-10-17,3M,PRIBOR,7.29
2022-10-17,6M,PRIBOR,7.35
2022-10-17,9M,PRIBOR,7.43
2022-10-18,1D,PRIBOR,7.0
2022-10-18,1M,PRIBOR,7.13
2022-10-18,1W,PRIBOR,7.03
2022-10-18,1Y,PRIBOR,7.46
2022-10-18,2M,PRIBOR,7.21
2022-10-18,2W,PRIBOR,7.07
2022-10-18,3M,PRIBOR,7.29
2022-10-18,6M,PRIBOR,7.36
2022-10-18,9M,PRIBOR,7.44
2022-10-19,1D,PRIBOR,7.0
2022-10-19,1M,PRIBOR,7.13
2022-10-19,1W,PRIBOR,7.03
2022-10-19,1Y,PRIBOR,7.47
2022-10-19,2M,PRIBOR,7.22
2022-10-19,2W,PRIBOR,7.07
2022-10-19,3M,PRIBOR,7.29
2022-10-19,6M,PRIBOR,7.37
2022-10-19,9M,PRIBOR,7.44
2022-10-20,1D,PRIBOR,7.0
2022-10-20,1M,PRIBOR,7.14
2022-10-20,1W,PRIBOR,7.03
2022-10-20,1Y,PRIBOR,7.48
2022-10-20,2M,PRIBOR,7.23
2022-10-20,2W,PRIBOR,7.07
2022-10-20,3M,PRIBOR,7.29
2022-10-20,6M,PRIBOR,7.38
2022-10-20,9M,PRIBOR,7.45
2022-10-21,1D,PRIBOR,7.0
2022-10-21,1M,PRIBOR,7.14
2022-10-21,1W,PRIBOR,7.03
2022-10-21,1Y,PRIBOR,7.5
2022-10-21,2M,PRIBOR,7.23
2022-10-21,2W,PRIBOR,7.07
2022-10-21,3M,PRIBOR,7.29
2022-10-21,6M,PRIBOR,7.39
2022-10-21,9M,PRIBOR,7.47
2022-10-24,1D,PRIBOR,7.0
2022-10-24,1M,PRIBOR,7.14
2022-10-24,1W,PRIBOR,7.03
2022-10-24,1Y,PRIBOR,7.51
2022-10-24,2M,PRIBOR,7.23
2022-10-24,2W,PRIBOR,7.07
2022-10-24,3M,PRIBOR,7.3
2022-10-24,6M,PRIBOR,7.39
2022-10-24,9M,PRIBOR,7.47
2022-10-25,1D,PRIBOR,7.0
2022-10-25,1M,PRIBOR,7.14
2022-10-25,1W,PRIBOR,7.03
2022-10-25,1Y,PRIBOR,7.51
2022-10-25,2M,PRIBOR,7.23
2022-10-25,2W,PRIBOR,7.07
2022-10-25,3M,PRIBOR,7.3
2022-10-25,6M,PRIBOR,7.39
2022-10-25,9M,PRIBOR,7.47
2022-10-26,1D,PRIBOR,7.0
2022-10-26,1M,PRIBOR,7.15
2022-10-26,1W,PRIBOR,7.03
2022-10-26,1Y,PRIBOR,7.5
2022-10-26,2M,PRIBOR,7.23
2022-10-26,2W,PRIBOR,7.07
2022-10-26,3M,PRIBOR,7.3
2022-10-26,6M,PRIBOR,7.39
2022-10-26,9M,PRIBOR,7.47
2022-10-27,1D,PRIBOR,7.0
2022-10-27,1M,PRIBOR,7.14
2022-10-27,1W,PRIBOR,7.03
2022-10-27,1Y,PRIBOR,7.51
2022-10-27,2M,PRIBOR,7.24
2022-10-27,2W,PRIBOR,7.06
2022-10-27,3M,PRIBOR,7.31
2022-10-27,6M,PRIBOR,7.39
2022-10-27,9M,PRIBOR,7.47
2022-10-31,1D,PRIBOR,7.0
2022-10-31,1M,PRIBOR,7.13
2022-10-31,1W,PRIBOR,7.03
2022-10-31,1Y,PRIBOR,7.52
2022-10-31,2M,PRIBOR,7.25
2022-10-31,2W,PRIBOR,7.06
2022-10-31,3M,PRIBOR,7.31
2022-10-31,6M,PRIBOR,7.39
2022-10-31,9M,PRIBOR,7.47
2022-11-01,1D,PRIBOR,7.0
2022-11-01,1M,PRIBOR,7.12
2022-11-01,1W,PRIBOR,7.03
2022-11-01,1Y,PRIBOR,7.51
2022-11-01,2M,PRIBOR,7.24
2022-11-01,2W,PRIBOR,7.06
2022-11-01,3M,PRIBOR,7.31
2022-11-01,6M,PRIBOR,7.39
2022-11-01,9M,PRIBOR,7.47
2022-11-02,1D,PRIBOR,7.0
2022-11-02,1M,PRIBOR,7.12
2022-11-02,1W,PRIBOR,7.03
2022-11-02,1Y,PRIBOR,7.51
2022-11-02,2M,PRIBOR,7.24
2022-11-02,2W,PRIBOR,7.06
2022-11-02,3M,PRIBOR,7.31
2022-11-02,6M,PRIBOR,7.38
2022-11-02,9M,PRIBOR,7.47
2022-11-03,1D,PRIBOR,7.0
2022-11-03,1M,PRIBOR,7.12
2022-11-03,1W,PRIBOR,7.03
2022-11-03,1Y,PRIBOR,7.51
2022-11-03,2M,PRIBOR,7.23
2022-11-03,2W,PRIBOR,7.06
2022-11-03,3M,PRIBOR,7.31
2022-11-03,6M,PRIBOR,7.38
2022-11-03,9M,PRIBOR,7.47
2022-11-04,1D,PRIBOR,7.0
2022-11-04,1M,PRIBOR,7.12
2022-11-04,1W,PRIBOR,7.03
2022-11-04,1Y,PRIBOR,7.5
2022-11-04,2M,PRIBOR,7.23
2022-11-04,2W,PRIBOR,7.06
2022-11-04,3M,PRIBOR,7.31
2022-11-04,6M,PRIBOR,7.38
2022-11-04,9M,PRIBOR,7.47
2022-11-07,1D,PRIBOR,7.0
2022-11-07,1M,PRIBOR,7.12
2022-11-07,1W,PRIBOR,7.03
2022-11-07,1Y,PRIBOR,7.5
2022-11-07,2M,PRIBOR,7.23
2022-11-07,2W,PRIBOR,7.06
2022-11-07,3M,PRIBOR,7.3
2022-11-07,6M,PRIBOR,7.38
2022-11-07,9M,PRIBOR,7.46
2022-11-08,1D,PRIBOR,7.0
2022-11-08,1M,PRIBOR,7.12
2022-11-08,1W,PRIBOR,7.03
2022-11-08,1Y,PRIBOR,7.49
2022-11-08,2M,PRIBOR,7.23
2022-11-08,2W,PRIBOR,7.06
2022-11-08,3M,PRIBOR,7.3
2022-11-08,6M,PRIBOR,7.37
2022-11-08,9M,PRIBOR,7.45
2022-11-09,1D,PRIBOR,7.0
2022-11-09,1M,PRIBOR,7.12
2022-11-09,1W,PRIBOR,7.03
2022-11-09,1Y,PRIBOR,7.47
2022-11-09,2M,PRIBOR,7.22
2022-11-09,2W,PRIBOR,7.06
2022-11-09,3M,PRIBOR,7.29
2022-11-09,6M,PRIBOR,7.36
2022-11-09,9M,PRIBOR,7.43
2022-11-10,1D,PRIBOR,7.0
2022-11-10,1M,PRIBOR,7.11
2022-11-10,1W,PRIBOR,7.03
2022-11-10,1Y,PRIBOR,7.44
2022-11-10,2M,PRIBOR,7.21
2022-11-10,2W,PRIBOR,7.05
2022-11-10,3M,PRIBOR,7.28
2022-11-10,6M,PRIBOR,7.34
2022-11-10,9M,PRIBOR,7.41
2022-11-11,1D,PRIBOR,7.0
2022-11-11,1M,PRIBOR,7.11
2022-11-11,1W,PRIBOR,7.03
2022-11-11,1Y,PRIBOR,7.4
2022-11-11,2M,PRIBOR,7.21
2022-11-11,2W,PRIBOR,7.05
2022-11-11,3M,PRIBOR,7.26
2022-11-11,6M,PRIBOR,7.31
2022-11-11,9M,PRIBOR,7.38
2022-11-14,1D,PRIBOR,7.0
2022-11-14,1M,PRIBOR,7.11
2022-11-14,1W,PRIBOR,7.03
2022-11-14,1Y,PRIBOR,7.38
2022-11-14,2M,PRIBOR,7.21
2022-11-14,2W,PRIBOR,7.05
2022-11-14,3M,PRIBOR,7.26
2022-11-14,6M,PRIBOR,7.31
2022-11-14,9M,PRIBOR,7.36
2022-11-15,1D,PRIBOR,7.0
2022-11-15,1M,PRIBOR,7.11
2022-11-15,1W,PRIBOR,7.03
2022-11-15,1Y,PRIBOR,7.38
2022-11-15,2M,PRIBOR,7.21
2022-11-15,2W,PRIBOR,7.06
2022-11-15,3M,PRIBOR,7.26
2022-11-15,6M,PRIBOR,7.31
2022-11-15,9M,PRIBOR,7.36
2022-11-16,1D,PRIBOR,7.0
2022-11-16,1M,PRIBOR,7.11
2022-11-16,1W,PRIBOR,7.03
2022-11-16,1Y,PRIBOR,7.36
2022-11-16,2M,PRIBOR,7.2
2022-11-16,2W,PRIBOR,7.06
2022-11-16,3M,PRIBOR,7.25
2022-11-16,6M,PRIBOR,7.3
2022-11-16,9M,PRIBOR,7.35
2022-11-18,1D,PRIBOR,7.0
2022-11-18,1M,PRIBOR,7.1
2022-11-18,1W,PRIBOR,7.03
2022-11-18,1Y,PRIBOR,7.36
2022-11-18,2M,PRIBOR,7.2
2022-11-18,2W,PRIBOR,7.05
2022-11-18,3M,PRIBOR,7.26
2022-11-18,6M,PRIBOR,7.3
2022-11-18,9M,PRIBOR,7.35
2022-11-21,1D,PRIBOR,7.0
2022-11-21,1M,PRIBOR,7.1
2022-11-21,1W,PRIBOR,7.03
2022-11-21,1Y,PRIBOR,7.35
2022-11-21,2M,PRIBOR,7.2
2022-11-21,2W,PRIBOR,7.05
2022-11-21,3M,PRIBOR,7.26
2022-11-21,6M,PRIBOR,7.29
2022-11-21,9M,PRIBOR,7.34
2022-11-22,1D,PRIBOR,7.0
2022-11-22,1M,PRIBOR,7.1
2022-11-22,1W,PRIBOR,7.03
2022-11-22,1Y,PRIBOR,7.34
2022-11-22,2M,PRIBOR,7.2
2022-11-22,2W,PRIBOR,7.05
2022-11-22,3M,PRIBOR,7.26
2022-11-22,6M,PRIBOR,7.28
2022-11-22,9M,PRIBOR,7.32
2022-11-23,1D,PRIBOR,7.0
2022-11-23,1M,PRIBOR,7.1
2022-11-23,1W,PRIBOR,7.03
2022-11-23,1Y,PRIBOR,7.32
2022-11-23,2M,PRIBOR,7.2
2022-11-23,2W,PRIBOR,7.05
2022-11-23,3M,PRIBOR,7.25
2022-11-23,6M,PRIBOR,7.28
2022-11-23,9M,PRIBOR,7.31
2022-11-24,1D,PRIBOR,7.0
2022-11-24,1M,PRIBOR,7.1
2022-11-24,1W,PRIBOR,7.03
2022-11-24,1Y,PRIBOR,7.31
2022-11-24,2M,PRIBOR,7.2
2022-11-24,2W,PRIBOR,7.05
2022-11-24,3M,PRIBOR,7.25
2022-11-24,6M,PRIBOR,7.28
2022-11-24,9M,PRIBOR,7.3
2022-11-25,1D,PRIBOR,7.0
2022-11-25,1M,PRIBOR,7.1
2022-11-25,1W,PRIBOR,7.02
2022-11-25,1Y,PRIBOR,7.29
2022-11-25,2M,PRIBOR,7.2
2022-11-25,2W,PRIBOR,7.05
2022-11-25,3M,PRIBOR,7.25
2022-11-25,6M,PRIBOR,7.27
2022-11-25,9M,PRIBOR,7.29
2022-11-28,1D,PRIBOR,7.0
2022-11-28,1M,PRIBOR,7.1
2022-11-28,1W,PRIBOR,7.02
2022-11-28,1Y,PRIBOR,7.3
2022-11-28,2M,PRIBOR,7.2
2022-11-28,2W,PRIBOR,7.05
2022-11-28,3M,PRIBOR,7.25
2022-11-28,6M,PRIBOR,7.27
2022-11-28,9M,PRIBOR,7.29
2022-11-29,1D,PRIBOR,7.0
2022-11-29,1M,PRIBOR,7.1
2022-11-29,1W,PRIBOR,7.02
2022-11-29,1Y,PRIBOR,7.29
2022-11-29,2M,PRIBOR,7.2
2022-11-29,2W,PRIBOR,7.05
2022-11-29,3M,PRIBOR,7.25
2022-11-29,6M,PRIBOR,7.26
2022-11-29,9M,PRIBOR,7.28
2022-11-30,1D,PRIBOR,7.0
2022-11-30,1M,PRIBOR,7.1
2022-11-30,1W,PRIBOR,7.02
2022-11-30,1Y,PRIBOR,7.28
2022-11-30,2M,PRIBOR,7.2
2022-11-30,2W,PRIBOR,7.05
2022-11-30,3M,PRIBOR,7.25
2022-11-30,6M,PRIBOR,7.26
2022-11-30,9M,PRIBOR,7.28
2022-12-01,1D,PRIBOR,7.0
2022-12-01,1M,PRIBOR,7.11
2022-12-01,1W,PRIBOR,7.03
2022-12-01,1Y,PRIBOR,7.28
2022-12-01,2M,PRIBOR,7.21
2022-12-01,2W,PRIBOR,7.06
2022-12-01,3M,PRIBOR,7.25
2022-12-01,6M,PRIBOR,7.26
2022-12-01,9M,PRIBOR,7.28
2022-12-02,1D,PRIBOR,7.0
2022-12-02,1M,PRIBOR,7.11
2022-12-02,1W,PRIBOR,7.02
2022-12-02,1Y,PRIBOR,7.27
2022-12-02,2M,PRIBOR,7.21
2022-12-02,2W,PRIBOR,7.05
2022-12-02,3M,PRIBOR,7.26
2022-12-02,6M,PRIBOR,7.26
2022-12-02,9M,PRIBOR,7.27
2022-12-05,1D,PRIBOR,7.0
2022-12-05,1M,PRIBOR,7.11
2022-12-05,1W,PRIBOR,7.02
2022-12-05,1Y,PRIBOR,7.26
2022-12-05,2M,PRIBOR,7.21
2022-12-05,2W,PRIBOR,7.05
2022-12-05,3M,PRIBOR,7.26
2022-12-05,6M,PRIBOR,7.26
2022-12-05,9M,PRIBOR,7.26
2022-12-06,1D,PRIBOR,7.0
2022-12-06,1M,PRIBOR,7.12
2022-12-06,1W,PRIBOR,7.02
2022-12-06,1Y,PRIBOR,7.27
2022-12-06,2M,PRIBOR,7.22
2022-12-06,2W,PRIBOR,7.05
2022-12-06,3M,PRIBOR,7.26
2022-12-06,6M,PRIBOR,7.26
2022-12-06,9M,PRIBOR,7.27
2022-12-07,1D,PRIBOR,7.0
2022-12-07,1M,PRIBOR,7.12
2022-12-07,1W,PRIBOR,7.02
2022-12-07,1Y,PRIBOR,7.27
2022-12-07,2M,PRIBOR,7.22
2022-12-07,2W,PRIBOR,7.05
2022-12-07,3M,PRIBOR,7.26
2022-12-07,6M,PRIBOR,7.26
2022-12-07,9M,PRIBOR,7.27
2022-12-08,1D,PRIBOR,7.0
2022-12-08,1M,PRIBOR,7.12
2022-12-08,1W,PRIBOR,7.02
2022-12-08,1Y,PRIBOR,7.26
2022-12-08,2M,PRIBOR,7.21
2022-12-08,2W,PRIBOR,7.05
2022-12-08,3M,PRIBOR,7.26
2022-12-08,6M,PRIBOR,7.26
2022-12-08,9M,PRIBOR,7.27
2022-12-09,1D,PRIBOR,7.0
2022-12-09,1M,PRIBOR,7.12
2022-12-09,1W,PRIBOR,7.02
2022-12-09,1Y,PRIBOR,7.27
2022-12-09,2M,PRIBOR,7.21
2022-12-09,2W,PRIBOR,7.05
2022-12-09,3M,PRIBOR,7.26
2022-12-09,6M,PRIBOR,7.26
2022-12-09,9M,PRIBOR,7.27
2022-12-12,1D,PRIBOR,7.0
2022-12-12,1M,PRIBOR,7.12
2022-12-12,1W,PRIBOR,7.03
2022-12-12,1Y,PRIBOR,7.28
2022-12-12,2M,PRIBOR,7.22
2022-12-12,2W,PRIBOR,7.05
2022-12-12,3M,PRIBOR,7.26
2022-12-12,6M,PRIBOR,7.27
2022-12-12,9M,PRIBOR,7.27
2022-12-13,1D,PRIBOR,7.0
2022-12-13,1M,PRIBOR,7.12
2022-12-13,1W,PRIBOR,7.03
2022-12-13,1Y,PRIBOR,7.28
2022-12-13,2M,PRIBOR,7.22
2022-12-13,2W,PRIBOR,7.05
2022-12-13,3M,PRIBOR,7.26
2022-12-13,6M,PRIBOR,7.27
2022-12-13,9M,PRIBOR,7.27
2022-12-14,1D,PRIBOR,7.0
2022-12-14,1M,PRIBOR,7.11
2022-12-14,1W,PRIBOR,7.03
2022-12-14,1Y,PRIBOR,7.27
2022-12-14,2M,PRIBOR,7.21
2022-12-14,2W,PRIBOR,7.05
2022-12-14,3M,PRIBOR,7.26
2022-12-14,6M,PRIBOR,7.26
2022-12-14,9M,PRIBOR,7.27
2022-12-15,1D,PRIBOR,7.0
2022-12-15,1M,PRIBOR,7.11
2022-12-15,1W,PRIBOR,7.02
2022-12-15,1Y,PRIBOR,7.27
2022-12-15,2M,PRIBOR,7.21
2022-12-15,2W,PRIBOR,7.05
2022-12-15,3M,PRIBOR,7.25
2022-12-15,6M,PRIBOR,7.26
2022-12-15,9M,PRIBOR,7.26
2022-12-16,1D,PRIBOR,7.0
2022-12-16,1M,PRIBOR,7.11
2022-12-16,1W,PRIBOR,7.02
2022-12-16,1Y,PRIBOR,7.28
2022-12-16,2M,PRIBOR,7.21
2022-12-16,2W,PRIBOR,7.05
2022-12-16,3M,PRIBOR,7.25
2022-12-16,6M,PRIBOR,7.26
2022-12-16,9M,PRIBOR,7.26
2022-12-19,1D,PRIBOR,7.0
2022-12-19,1M,PRIBOR,7.11
2022-12-19,1W,PRIBOR,7.02
2022-12-19,1Y,PRIBOR,7.29
2022-12-19,2M,PRIBOR,7.21
